,finalist,variable,value
1751,Luxx Noir London_US_15_REG,11,3.0
1752,Mistress Isabelle Brookes_US_15_REG,11,3.0
1753,Sasha Colby_US_15_REG,11,3.0
1754,Athena Sorgelikis_BEL_1_REG,11,
1755,Drag Couenne_BEL_1_REG,11,
1756,Susan_BEL_1_REG,11,
1757,Admira Thunderpussy_SWE_1_REG,11,
1758,Fontana_SWE_1_REG,11,
1759,Vanity Vain_SWE_1_REG,11,
1760,Chad Michaels_US_1_AS,12,
1761,Raven_US_1_AS,12,
1762,Jujubee_US_1_AS,12,
1763,Shannel_US_1_AS,12,
1764,Alaska_US_2_AS,12,
1765,Detox_US_2_AS,12,
1766,Katya_US_2_AS,12,
1767,Roxxxy Andrews_US_2_AS,12,
1768,Trixie Mattel_US_3_AS,12,
1769,Kennedy Davenport_US_3_AS,12,
1770,BeBe Zahara Benet_US_3_AS,12,
1771,Shangela_US_3_AS,12,
1772,Monet X Change_US_4_AS,12,
1773,Trinity the Tuck_US_4_AS,12,
1774,Monique Heart_US_4_AS,12,
1775,Naomi Smalls_US_4_AS,12,
1776,Jujubee_US_5_AS,12,
1777,Shea Coulee_US_5_AS,12,
1778,Miz Cracker_US_5_AS,12,
1779,Priyanka_CAN_1_REG,12,
1780,Rita Baga_CAN_1_REG,12,
1781,Scarlett BoBo_CAN_1_REG,12,
1782,Envy Peru_HOL_1_REG,12,
1783,Janey Jacke_HOL_1_REG,12,
1784,Ma'Ma Queen_HOL_1_REG,12,
1785,Miss Abby OMG_HOL_1_REG,12,
1786,Natalia Pilacam_THI_1_REG,12,
1787,Annee Maywong_THI_1_REG,12,
1788,Dearis Doll_THI_1_REG,12,
1789,The Vivienne_UK_1_REG,12,
1790,Divina de Campo_UK_1_REG,12,
1791,Baga Chipz_UK_1_REG,12,
1792,Bebe Zahara Benet_US_1_REG,12,
1793,Nina Flowers_US_1_REG,12,
1794,Rebbeca Glasscock_US_1_REG,12,
1795,Aquaria_US_10_REG,12,2.0
1796,Eureka_US_10_REG,12,2.0
1797,Kameron Michaels_US_10_REG,12,2.0
1798,Asia O'Hara_US_10_REG,12,2.0
1799,Yvie Oddly_US_11_REG,12,2.0
1800,Brooke Lynn Hytes_US_11_REG,12,0.0
1801,A'keria Davenport_US_11_REG,12,2.0
1802,Silky Nutmeg Ganache_US_11_REG,12,2.0
1803,Jaida Essence Hall_US_12_REG,12,3.0
1804,Crystal Methyd_US_12_REG,12,0.0
1805,Gigi Goode_US_12_REG,12,5.0
1806,Symone_US_13_REG,12,0.0
1807,Kandy Muse_US_13_REG,12,5.0
1808,Gottmik_US_13_REG,12,3.0
1809,Rose_US_13_REG,12,3.0
1810,Angele Anang_THI_2_REG,12,
1811,Kana Warrior_THI_2_REG,12,
1812,Kandy Zyanide_THI_2_REG,12,
1813,Lawrence Chaney_UK_2_REG,12,
1814,Bimini Bon Boulash_UK_2_REG,12,
1815,Tayce_UK_2_REG,12,
1816,Ellie Diamond_UK_2_REG,12,
1817,Tyra Sanchez_US_2_REG,12,
1818,Raven_US_2_REG,12,
1819,Jujubee_US_2_REG,12,
1820,Raja_US_3_REG,12,3.0
1821,Manila Luzon_US_3_REG,12,5.0
1822,Alexis Mateo_US_3_REG,12,0.0
1823,Sharon Needles_US_4_REG,12,2.0
1824,Chad Michaels_US_4_REG,12,2.0
1825,Phi Phi O'Hara_US_4_REG,12,2.0
1826,Jinkx Monsoon_US_5_REG,12,2.0
1827,Alaska_US_5_REG,12,2.0
1828,Roxxxy Andrews_US_5_REG,12,2.0
1829,Bianca Del Rio_US_6_REG,12,2.0
1830,Adore Delano_US_6_REG,12,2.0
1831,Courtney Act_US_6_REG,12,2.0
1832,Violet Chachki_US_7_REG,12,2.0
1833,Ginger Minj_US_7_REG,12,2.0
1834,Pearl_US_7_REG,12,2.0
1835,Bob the Drag Queen_US_8_REG,12,
1836,Kim Chi_US_8_REG,12,
1837,Naomi Smalls_US_8_REG,12,
1838,Sasha Velour_US_9_REG,12,2.0
1839,Peppermint_US_9_REG,12,2.0
1840,Shea Coulee_US_9_REG,12,2.0
1841,Trinity the Tuck_US_9_REG,12,2.0
1842,Kita Mean_AUS_1_REG,12,
1843,Art Simone_AUS_1_REG,12,
1844,Karen from Finance_AUS_1_REG,12,
1845,Scarlet Adams_AUS_1_REG,12,
1846,Carmen Farala_ESP_1_REG,12,
1847,Killer Queen_ESP_1_REG,12,
1848,Sagittaria_ESP_1_REG,12,
1849,Pupi Poisson_ESP_1_REG,12,
1850,Kylie Sonique Love_US_6_AS,12,
1851,Ginger Minj_US_6_AS,12,
1852,Ra'jah O'Hara_US_6_AS,12,
1853,Eureka_US_6_AS,12,
1854,Vanessa Van Cartier_HOL_2_REG,12,
1855,My Little Puny_HOL_2_REG,12,
1856,Vivaldi_HOL_2_REG,12,
1857,Ella Vaday_UK_3_REG,12,
1858,Kitty Scott-Claus_UK_3_REG,12,
1859,Krystal Versace_UK_3_REG,12,
1860,Icesis Couture_CAN_2_REG,12,
1861,Kendall Gender_CAN_2_REG,12,
1862,Pythia_CAN_2_REG,12,
1863,Farida Kant_ITA_1_REG,12,
1864,Elecktra Bionic_ITA_1_REG,12,
1865,Le Riche_ITA_1_REG,12,
1866,Luquisha Lubamba_ITA_1_REG,12,
1867,Blu Hydrangea_UK_1_WORLD,12,
1868,Mo Heart_UK_1_WORLD,12,
1869,Baga Chipz_UK_1_WORLD,12,
1870,Jujubee_UK_1_WORLD,12,
1871,Angeria Paris VanMichaels_US_14_REG,12,2.0
1872,Bosco_US_14_REG,12,0.0
1873,Daya Betty_US_14_REG,12,3.0
1874,Lady Camden_US_14_REG,12,5.0
1875,Willow Pill_US_14_REG,12,3.0
1876,Estrella Xtravaganza_ESP_2_REG,12,
1877,Sharonne_ESP_2_REG,12,
1878,Venedita Von Dash_ESP_2_REG,12,
1879,Marina_ESP_2_REG,12,
1880,Jinkx Monsoon_US_7_AS,12,
1881,Monet X Change_US_7_AS,12,
1882,Shea Coulee_US_7_AS,12,
1883,Trinity the Tuck_US_7_AS,12,
1884,Paloma_FRA_1_REG,12,
1885,La Grande Dame_FRA_1_REG,12,
1886,Soa de Muse_FRA_1_REG,12,
1887,Lolita Banana_FRA_1_REG,12,
1888,Gisele Lullaby_CAN_3_REG,12,
1889,Jada Shada Hudson_CAN_3_REG,12,
1890,Kimmy Couture_CAN_3_REG,12,
1891,Miss Fiercalicious_CAN_3_REG,12,
1892,Hanna Conda_AUS_2_REG,12,
1893,Kween Kong_AUS_2_REG,12,
1894,Spankie Jackzon_AUS_2_REG,12,
1895,Eva Le Queen_PH_1_REG,12,
1896,Marina Summers_PH_1_REG,12,
1897,Precious Paula Nicole_PH_1_REG,12,
1898,Xilhouete_PH_1_REG,12,
1899,Black Peppa_UK_4_REG,12,
1900,Cheddar Gorgeous_UK_4_REG,12,
1901,Danny Beard_UK_4_REG,12,
1902,Jonbers Blonde_UK_4_REG,12,
1903,La Diamond_ITA_2_REG,12,
1904,Aura Etherial_ITA_2_REG,12,
1905,Nehllenia_ITA_2_REG,12,
1906,Ra'jah O'Hara_CAN_1_WORLD,12,
1907,Rita Baga_CAN_1_WORLD,12,
1908,Silky Nutmeg Ganache_CAN_1_WORLD,12,
1909,Victoria Scone_CAN_1_WORLD,12,
1910,Anetra_US_15_REG,12,5.0
1911,Luxx Noir London_US_15_REG,12,0.0
1912,Mistress Isabelle Brookes_US_15_REG,12,3.0
1913,Sasha Colby_US_15_REG,12,3.0
1914,Athena Sorgelikis_BEL_1_REG,12,
1915,Drag Couenne_BEL_1_REG,12,
1916,Susan_BEL_1_REG,12,
1917,Admira Thunderpussy_SWE_1_REG,12,
1918,Fontana_SWE_1_REG,12,
1919,Vanity Vain_SWE_1_REG,12,
1920,Chad Michaels_US_1_AS,13,
1921,Raven_US_1_AS,13,
1922,Jujubee_US_1_AS,13,
1923,Shannel_US_1_AS,13,
1924,Alaska_US_2_AS,13,
1925,Detox_US_2_AS,13,
1926,Katya_US_2_AS,13,
1927,Roxxxy Andrews_US_2_AS,13,
1928,Trixie Mattel_US_3_AS,13,
1929,Kennedy Davenport_US_3_AS,13,
1930,BeBe Zahara Benet_US_3_AS,13,
1931,Shangela_US_3_AS,13,
1932,Monet X Change_US_4_AS,13,
1933,Trinity the Tuck_US_4_AS,13,
1934,Monique Heart_US_4_AS,13,
1935,Naomi Smalls_US_4_AS,13,
1936,Jujubee_US_5_AS,13,
1937,Shea Coulee_US_5_AS,13,
1938,Miz Cracker_US_5_AS,13,
1939,Priyanka_CAN_1_REG,13,
1940,Rita Baga_CAN_1_REG,13,
1941,Scarlett BoBo_CAN_1_REG,13,
1942,Envy Peru_HOL_1_REG,13,
1943,Janey Jacke_HOL_1_REG,13,
1944,Ma'Ma Queen_HOL_1_REG,13,
1945,Miss Abby OMG_HOL_1_REG,13,
1946,Natalia Pilacam_THI_1_REG,13,
1947,Annee Maywong_THI_1_REG,13,
1948,Dearis Doll_THI_1_REG,13,
1949,The Vivienne_UK_1_REG,13,
1950,Divina de Campo_UK_1_REG,13,
1951,Baga Chipz_UK_1_REG,13,
1952,Bebe Zahara Benet_US_1_REG,13,
1953,Nina Flowers_US_1_REG,13,
1954,Rebbeca Glasscock_US_1_REG,13,
1955,Aquaria_US_10_REG,13,
1956,Eureka_US_10_REG,13,
1957,Kameron Michaels_US_10_REG,13,
1958,Asia O'Hara_US_10_REG,13,
1959,Yvie Oddly_US_11_REG,13,
1960,Brooke Lynn Hytes_US_11_REG,13,
1961,A'keria Davenport_US_11_REG,13,
1962,Silky Nutmeg Ganache_US_11_REG,13,
1963,Jaida Essence Hall_US_12_REG,13,
1964,Crystal Methyd_US_12_REG,13,
1965,Gigi Goode_US_12_REG,13,
1966,Symone_US_13_REG,13,3.0
1967,Kandy Muse_US_13_REG,13,0.0
1968,Gottmik_US_13_REG,13,3.0
1969,Rose_US_13_REG,13,5.0
1970,Angele Anang_THI_2_REG,13,
1971,Kana Warrior_THI_2_REG,13,
1972,Kandy Zyanide_THI_2_REG,13,
1973,Lawrence Chaney_UK_2_REG,13,
1974,Bimini Bon Boulash_UK_2_REG,13,
1975,Tayce_UK_2_REG,13,
1976,Ellie Diamond_UK_2_REG,13,
1977,Tyra Sanchez_US_2_REG,13,
1978,Raven_US_2_REG,13,
1979,Jujubee_US_2_REG,13,
1980,Raja_US_3_REG,13,
1981,Manila Luzon_US_3_REG,13,
1982,Alexis Mateo_US_3_REG,13,
1983,Sharon Needles_US_4_REG,13,
1984,Chad Michaels_US_4_REG,13,
1985,Phi Phi O'Hara_US_4_REG,13,
1986,Jinkx Monsoon_US_5_REG,13,
1987,Alaska_US_5_REG,13,
1988,Roxxxy Andrews_US_5_REG,13,
1989,Bianca Del Rio_US_6_REG,13,
1990,Adore Delano_US_6_REG,13,
1991,Courtney Act_US_6_REG,13,
1992,Violet Chachki_US_7_REG,13,
1993,Ginger Minj_US_7_REG,13,
1994,Pearl_US_7_REG,13,
1995,Bob the Drag Queen_US_8_REG,13,
1996,Kim Chi_US_8_REG,13,
1997,Naomi Smalls_US_8_REG,13,
1998,Sasha Velour_US_9_REG,13,
1999,Peppermint_US_9_REG,13,
2000,Shea Coulee_US_9_REG,13,
2001,Trinity the Tuck_US_9_REG,13,
2002,Kita Mean_AUS_1_REG,13,
2003,Art Simone_AUS_1_REG,13,
2004,Karen from Finance_AUS_1_REG,13,
2005,Scarlet Adams_AUS_1_REG,13,
2006,Carmen Farala_ESP_1_REG,13,
2007,Killer Queen_ESP_1_REG,13,
2008,Sagittaria_ESP_1_REG,13,
2009,Pupi Poisson_ESP_1_REG,13,
2010,Kylie Sonique Love_US_6_AS,13,
2011,Ginger Minj_US_6_AS,13,
2012,Ra'jah O'Hara_US_6_AS,13,
2013,Eureka_US_6_AS,13,
2014,Vanessa Van Cartier_HOL_2_REG,13,
2015,My Little Puny_HOL_2_REG,13,
2016,Vivaldi_HOL_2_REG,13,
2017,Ella Vaday_UK_3_REG,13,
2018,Kitty Scott-Claus_UK_3_REG,13,
2019,Krystal Versace_UK_3_REG,13,
2020,Icesis Couture_CAN_2_REG,13,
2021,Kendall Gender_CAN_2_REG,13,
2022,Pythia_CAN_2_REG,13,
2023,Farida Kant_ITA_1_REG,13,
2024,Elecktra Bionic_ITA_1_REG,13,
2025,Le Riche_ITA_1_REG,13,
2026,Luquisha Lubamba_ITA_1_REG,13,
2027,Blu Hydrangea_UK_1_WORLD,13,
2028,Mo Heart_UK_1_WORLD,13,
2029,Baga Chipz_UK_1_WORLD,13,
2030,Jujubee_UK_1_WORLD,13,
2031,Angeria Paris VanMichaels_US_14_REG,13,3.0
2032,Bosco_US_14_REG,13,5.0
2033,Daya Betty_US_14_REG,13,0.0
2034,Lady Camden_US_14_REG,13,2.0
2035,Willow Pill_US_14_REG,13,3.0
2036,Estrella Xtravaganza_ESP_2_REG,13,
2037,Sharonne_ESP_2_REG,13,
2038,Venedita Von Dash_ESP_2_REG,13,
2039,Marina_ESP_2_REG,13,
2040,Jinkx Monsoon_US_7_AS,13,
2041,Monet X Change_US_7_AS,13,
2042,Shea Coulee_US_7_AS,13,
2043,Trinity the Tuck_US_7_AS,13,
2044,Paloma_FRA_1_REG,13,
2045,La Grande Dame_FRA_1_REG,13,
2046,Soa de Muse_FRA_1_REG,13,
2047,Lolita Banana_FRA_1_REG,13,
2048,Gisele Lullaby_CAN_3_REG,13,
2049,Jada Shada Hudson_CAN_3_REG,13,
2050,Kimmy Couture_CAN_3_REG,13,
2051,Miss Fiercalicious_CAN_3_REG,13,
2052,Hanna Conda_AUS_2_REG,13,
2053,Kween Kong_AUS_2_REG,13,
2054,Spankie Jackzon_AUS_2_REG,13,
2055,Eva Le Queen_PH_1_REG,13,
2056,Marina Summers_PH_1_REG,13,
2057,Precious Paula Nicole_PH_1_REG,13,
2058,Xilhouete_PH_1_REG,13,
2059,Black Peppa_UK_4_REG,13,
2060,Cheddar Gorgeous_UK_4_REG,13,
2061,Danny Beard_UK_4_REG,13,
2062,Jonbers Blonde_UK_4_REG,13,
2063,La Diamond_ITA_2_REG,13,
2064,Aura Etherial_ITA_2_REG,13,
2065,Nehllenia_ITA_2_REG,13,
2066,Ra'jah O'Hara_CAN_1_WORLD,13,
2067,Rita Baga_CAN_1_WORLD,13,
2068,Silky Nutmeg Ganache_CAN_1_WORLD,13,
2069,Victoria Scone_CAN_1_WORLD,13,
2070,Anetra_US_15_REG,13,0.0
2071,Luxx Noir London_US_15_REG,13,3.0
2072,Mistress Isabelle Brookes_US_15_REG,13,0.0
2073,Sasha Colby_US_15_REG,13,5.0
2074,Athena Sorgelikis_BEL_1_REG,13,
2075,Drag Couenne_BEL_1_REG,13,
2076,Susan_BEL_1_REG,13,
2077,Admira Thunderpussy_SWE_1_REG,13,
2078,Fontana_SWE_1_REG,13,
2079,Vanity Vain_SWE_1_REG,13,
2080,Chad Michaels_US_1_AS,14,
2081,Raven_US_1_AS,14,
2082,Jujubee_US_1_AS,14,
2083,Shannel_US_1_AS,14,
2084,Alaska_US_2_AS,14,
2085,Detox_US_2_AS,14,
2086,Katya_US_2_AS,14,
2087,Roxxxy Andrews_US_2_AS,14,
2088,Trixie Mattel_US_3_AS,14,
2089,Kennedy Davenport_US_3_AS,14,
2090,BeBe Zahara Benet_US_3_AS,14,
2091,Shangela_US_3_AS,14,
2092,Monet X Change_US_4_AS,14,
2093,Trinity the Tuck_US_4_AS,14,
2094,Monique Heart_US_4_AS,14,
2095,Naomi Smalls_US_4_AS,14,
2096,Jujubee_US_5_AS,14,
2097,Shea Coulee_US_5_AS,14,
2098,Miz Cracker_US_5_AS,14,
2099,Priyanka_CAN_1_REG,14,
2100,Rita Baga_CAN_1_REG,14,
2101,Scarlett BoBo_CAN_1_REG,14,
2102,Envy Peru_HOL_1_REG,14,
2103,Janey Jacke_HOL_1_REG,14,
2104,Ma'Ma Queen_HOL_1_REG,14,
2105,Miss Abby OMG_HOL_1_REG,14,
2106,Natalia Pilacam_THI_1_REG,14,
2107,Annee Maywong_THI_1_REG,14,
2108,Dearis Doll_THI_1_REG,14,
2109,The Vivienne_UK_1_REG,14,
2110,Divina de Campo_UK_1_REG,14,
2111,Baga Chipz_UK_1_REG,14,
2112,Bebe Zahara Benet_US_1_REG,14,
2113,Nina Flowers_US_1_REG,14,
2114,Rebbeca Glasscock_US_1_REG,14,
2115,Aquaria_US_10_REG,14,
2116,Eureka_US_10_REG,14,
2117,Kameron Michaels_US_10_REG,14,
2118,Asia O'Hara_US_10_REG,14,
2119,Yvie Oddly_US_11_REG,14,
2120,Brooke Lynn Hytes_US_11_REG,14,
2121,A'keria Davenport_US_11_REG,14,
2122,Silky Nutmeg Ganache_US_11_REG,14,
2123,Jaida Essence Hall_US_12_REG,14,
2124,Crystal Methyd_US_12_REG,14,
2125,Gigi Goode_US_12_REG,14,
2126,Symone_US_13_REG,14,2.0
2127,Kandy Muse_US_13_REG,14,2.0
2128,Gottmik_US_13_REG,14,2.0
2129,Rose_US_13_REG,14,2.0
2130,Angele Anang_THI_2_REG,14,
2131,Kana Warrior_THI_2_REG,14,
2132,Kandy Zyanide_THI_2_REG,14,
2133,Lawrence Chaney_UK_2_REG,14,
2134,Bimini Bon Boulash_UK_2_REG,14,
2135,Tayce_UK_2_REG,14,
2136,Ellie Diamond_UK_2_REG,14,
2137,Tyra Sanchez_US_2_REG,14,
2138,Raven_US_2_REG,14,
2139,Jujubee_US_2_REG,14,
2140,Raja_US_3_REG,14,
2141,Manila Luzon_US_3_REG,14,
2142,Alexis Mateo_US_3_REG,14,
2143,Sharon Needles_US_4_REG,14,
2144,Chad Michaels_US_4_REG,14,
2145,Phi Phi O'Hara_US_4_REG,14,
2146,Jinkx Monsoon_US_5_REG,14,
2147,Alaska_US_5_REG,14,
2148,Roxxxy Andrews_US_5_REG,14,
2149,Bianca Del Rio_US_6_REG,14,
2150,Adore Delano_US_6_REG,14,
2151,Courtney Act_US_6_REG,14,
2152,Violet Chachki_US_7_REG,14,
2153,Ginger Minj_US_7_REG,14,
2154,Pearl_US_7_REG,14,
2155,Bob the Drag Queen_US_8_REG,14,
2156,Kim Chi_US_8_REG,14,
2157,Naomi Smalls_US_8_REG,14,
2158,Sasha Velour_US_9_REG,14,
2159,Peppermint_US_9_REG,14,
2160,Shea Coulee_US_9_REG,14,
2161,Trinity the Tuck_US_9_REG,14,
2162,Kita Mean_AUS_1_REG,14,
2163,Art Simone_AUS_1_REG,14,
2164,Karen from Finance_AUS_1_REG,14,
2165,Scarlet Adams_AUS_1_REG,14,
2166,Carmen Farala_ESP_1_REG,14,
2167,Killer Queen_ESP_1_REG,14,
2168,Sagittaria_ESP_1_REG,14,
2169,Pupi Poisson_ESP_1_REG,14,
2170,Kylie Sonique Love_US_6_AS,14,
2171,Ginger Minj_US_6_AS,14,
2172,Ra'jah O'Hara_US_6_AS,14,
2173,Eureka_US_6_AS,14,
2174,Vanessa Van Cartier_HOL_2_REG,14,
2175,My Little Puny_HOL_2_REG,14,
2176,Vivaldi_HOL_2_REG,14,
2177,Ella Vaday_UK_3_REG,14,
2178,Kitty Scott-Claus_UK_3_REG,14,
2179,Krystal Versace_UK_3_REG,14,
2180,Icesis Couture_CAN_2_REG,14,
2181,Kendall Gender_CAN_2_REG,14,
2182,Pythia_CAN_2_REG,14,
2183,Farida Kant_ITA_1_REG,14,
2184,Elecktra Bionic_ITA_1_REG,14,
2185,Le Riche_ITA_1_REG,14,
2186,Luquisha Lubamba_ITA_1_REG,14,
2187,Blu Hydrangea_UK_1_WORLD,14,
2188,Mo Heart_UK_1_WORLD,14,
2189,Baga Chipz_UK_1_WORLD,14,
2190,Jujubee_UK_1_WORLD,14,
2191,Angeria Paris VanMichaels_US_14_REG,14,0.0
2192,Bosco_US_14_REG,14,1.0
2193,Daya Betty_US_14_REG,14,3.0
2194,Lady Camden_US_14_REG,14,5.0
2195,Willow Pill_US_14_REG,14,0.0
2196,Estrella Xtravaganza_ESP_2_REG,14,
2197,Sharonne_ESP_2_REG,14,
2198,Venedita Von Dash_ESP_2_REG,14,
2199,Marina_ESP_2_REG,14,
2200,Jinkx Monsoon_US_7_AS,14,
2201,Monet X Change_US_7_AS,14,
2202,Shea Coulee_US_7_AS,14,
2203,Trinity the Tuck_US_7_AS,14,
2204,Paloma_FRA_1_REG,14,
2205,La Grande Dame_FRA_1_REG,14,
2206,Soa de Muse_FRA_1_REG,14,
2207,Lolita Banana_FRA_1_REG,14,
2208,Gisele Lullaby_CAN_3_REG,14,
2209,Jada Shada Hudson_CAN_3_REG,14,
2210,Kimmy Couture_CAN_3_REG,14,
2211,Miss Fiercalicious_CAN_3_REG,14,
2212,Hanna Conda_AUS_2_REG,14,
2213,Kween Kong_AUS_2_REG,14,
2214,Spankie Jackzon_AUS_2_REG,14,
2215,Eva Le Queen_PH_1_REG,14,
2216,Marina Summers_PH_1_REG,14,
2217,Precious Paula Nicole_PH_1_REG,14,
2218,Xilhouete_PH_1_REG,14,
2219,Black Peppa_UK_4_REG,14,
2220,Cheddar Gorgeous_UK_4_REG,14,
2221,Danny Beard_UK_4_REG,14,
2222,Jonbers Blonde_UK_4_REG,14,
2223,La Diamond_ITA_2_REG,14,
2224,Aura Etherial_ITA_2_REG,14,
2225,Nehllenia_ITA_2_REG,14,
2226,Ra'jah O'Hara_CAN_1_WORLD,14,
2227,Rita Baga_CAN_1_WORLD,14,
2228,Silky Nutmeg Ganache_CAN_1_WORLD,14,
2229,Victoria Scone_CAN_1_WORLD,14,
2230,Anetra_US_15_REG,14,
2231,Luxx Noir London_US_15_REG,14,
2232,Mistress Isabelle Brookes_US_15_REG,14,
2233,Sasha Colby_US_15_REG,14,
2234,Athena Sorgelikis_BEL_1_REG,14,
2235,Drag Couenne_BEL_1_REG,14,
2236,Susan_BEL_1_REG,14,
2237,Admira Thunderpussy_SWE_1_REG,14,
2238,Fontana_SWE_1_REG,14,
2239,Vanity Vain_SWE_1_REG,14,
